epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
23,0.3023096191177487,0.742051220023115,0.58988985230126,0.731883164571256,0.612215508875184,0.44114595082337016
24,0.29670614375503634,0.7446693197123948,0.5932057038084863,0.7267624322248964,0.5988700564971752,0.4274193548387097
25,0.293062348974828,0.7472211722527157,0.5964509901531064,0.7216719601835523,0.6218034993270525,0.451171875
26,0.2892498887402246,0.7513614345228642,0.6017445362467643,0.7251408306919799,0.6007917912256605,0.429379836008777
27,0.2856855850631946,0.7542062755064637,0.6054022111991918,0.7217702403360483,0.5995441748223622,0.42810645223051885
28,0.2838253960988232,0.7564748899609034,0.6083310130642393,0.7301220766135624,0.5822575648042961,0.4106934731934732
29,0.28226330699950364,0.7576277645556283,0.6098234836072621,0.7264742297785622,0.5914027759062122,0.4198522940343627
30,0.2777981784113471,0.760691502409578,0.6138031845086067,0.7320983227418394,0.5984754782108442,0.42701748624907643
31,0.2750407540445387,0.7631758964734378,0.6170448120289626,0.7319508249662361,0.5984180790960452,0.4269590454692035
32,0.2713784010053795,0.7673002782731373,0.6224551403307228,0.7224020805894112,0.5924961927177074,0.420955303745672
33,0.27136826385218776,0.7670320113860228,0.6221021295518553,0.7236101055631832,0.5819248200479872,0.410362460520379
34,0.2687827524644935,0.7691643872793416,0.6249123598066589,0.7320415468848481,0.5896499410012923,0.41808764940239046
35,0.26680344171427495,0.7711832645468548,0.6275820000632307,0.7241665137057401,0.5944577216342324,0.42293834257722357
36,0.2656738127689124,0.7725207767216836,0.6293554807864342,0.7330809418036013,0.5830547221031576,0.41148711329810833
37,0.26216554377123574,0.7755424312770425,0.633376321962623,0.7401402525755824,0.5890693022708554,0.4175040653796439
38,0.26103132619664676,0.7761702380621218,0.6342142201486356,0.7244545872114143,0.5774160507156105,0.40589242624737293
39,0.2595461394370902,0.7779139805740973,0.6365460108442584,0.7337811923756892,0.5597075111565137,0.38860683888308195
40,0.256646935442155,0.7805534978757762,0.6400883487025346,0.7256929193224225,0.596194749570234,0.4246990452469904
41,0.25511300016043714,0.7817166270198143,0.6416541868313984,0.7305331862702662,0.5854574576786059,0.4138846589356136
42,0.25326151217441323,0.7836374466970044,0.6442466060543056,0.7396943271160126,0.5907154628276484,0.41915982702321064
43,0.2523092415381072,0.784037095839165,0.6447870187127525,0.7245919704437256,0.5925018234865062,0.4209609883504001
44,0.25052402700033516,0.7866270837117054,0.6482978754116221,0.7282264256963924,0.5817472741753865,0.41018590240123937
45,0.249527727610597,0.7873540760537667,0.6492860450901715,0.7391293936846207,0.5832271825102942,0.41165893028896416
46,0.248226682762862,0.7883711518246269,0.6506705027796736,0.7151591832540474,0.6084965075002863,0.4372942725477288
47,0.24633079785795597,0.7906836389457257,0.6538269591063937,0.7383118363059297,0.5814872260103596,0.4099273807559003
48,0.24415812625134845,0.7923597516086944,0.6561223449319403,0.7277900509688319,0.5907451069511122,0.4191896795001008
49,0.2426579227421514,0.7937287212388691,0.6580018402278858,0.7266416294234139,0.5921111111111111,0.4205666482519138
50,0.24235071687497825,0.7945797109711256,0.6591723386465187,0.7282700082477258,0.5837688537463782,0.41219885277246654
