epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,1.1487167739110706,0.3232364372086226,0.19277401082745238,1.0499404205216303,0.4695941017382815,0.3068428462486068
2,0.7722770375581444,0.5840529064188438,0.4124821535115982,0.8524979551633199,0.4900697392359005,0.32456448616898437
3,0.4548356527414697,0.6548479499849108,0.48682076496673005,0.6866900540060468,0.4719154245190098,0.30882807934270684
4,0.38592928168948587,0.668443454014512,0.5020015530168833,0.6074213203456666,0.4982757013701184,0.3318023833167825
5,0.3650282574718911,0.6750000467475269,0.5094340155187224,0.5777241885662079,0.5296824491348165,0.3602503750452641
6,0.3575671550264066,0.6785259535313046,0.5134614299421872,0.6236962626377741,0.4670705166414838,0.30469145626853794
7,0.3518329320895329,0.6842749945651766,0.5200744773707756,0.7088228662808737,0.3670191992251574,0.22475414227222287
8,0.34537086903530423,0.6857532177793199,0.5217842090665834,0.619733002450731,0.46466675034517385,0.302648790058862
9,0.342115061230811,0.6877091072536885,0.5240523355416097,0.6072963178157806,0.46682832466010954,0.30448535683821437
10,0.338591139859403,0.6918891271385743,0.5289223883791304,0.6060699497660001,0.379212473128151,0.23396803519338424
11,0.3343659825792111,0.6950588070350989,0.5326361147783875,0.6909341464440028,0.20002785059969608,0.11112830310532264
12,0.3286697401660924,0.6969489292699887,0.5348592583401474,0.7865169429116778,0.2801447793413514,0.1628885826994583
13,0.3259446211046512,0.7000885490925777,0.5385663374254228,0.6918525836533971,0.07816474559865909,0.04067192826213801
14,0.32227312647786877,0.7031735287412819,0.5422263844281122,0.7061574202444818,0.288010183785504,0.16823124825727298
15,0.3178345361575146,0.7058465329615148,0.5454117698859624,0.6902317603429159,0.22685560951810702,0.12793972715129745
16,0.31485979933060604,0.7093158603496259,0.5495657989117062,0.6173165034916666,0.4188879021003218,0.2649324501765341
17,0.31120455342256176,0.7107639046043424,0.5513062402943456,0.7767073992225859,0.08168114406256737,0.04257954500616734
18,0.30655221355326595,0.7144530750473514,0.5557580677762248,0.6357257200611962,0.3871517000407939,0.24004222842941034
19,0.3025568362421239,0.7170250627216269,0.5588769054543508,0.7549471623367734,0.32769763881054076,0.1959559744790763
20,0.2995102443308224,0.7196990295484337,0.5621326907958162,0.671293229692512,0.1745377638234781,0.09561291401407021
21,0.29573824080820343,0.7233917527379528,0.566651323371455,1.0475462294287152,0.02230939182256022,0.011280526756973204
22,0.2945267012041293,0.7243476441471817,0.5678252705949262,0.6423332351777289,0.3483367178177403,0.21090056404081373
23,0.288866684111272,0.7282005930607884,0.5725750374528947,0.7105736715926064,0.2078433386398261,0.1159738671964545
24,0.28735381301137397,0.7307081043130836,0.5756816905520683,0.6746315368347697,0.40431432246492255,0.25337967756249075
25,0.28446932379353607,0.7331317738227241,0.5786961569277965,0.6130815984474288,0.43147690553126783,0.2750848279205041
26,0.28097856322334414,0.7353616122659662,0.5814797489925794,0.6257524175776376,0.4546362227068499,0.29419365808042164
27,0.2794820929450545,0.7376782146157805,0.5843820673595121,0.7805917378928926,0.0451073230571113,0.02307406620789602
28,0.2769395873717028,0.7397832474389671,0.5870285773741443,0.6663815859291289,0.18753267607737695,0.10346816938553702
29,0.2738793709015251,0.7415266948298176,0.5892271943976924,0.6952310386631224,0.09074804838294587,0.04753068253044664
30,0.27227949965942466,0.7435343886131561,0.5917666045730199,0.7627179581258032,0.06966069485276204,0.036087279923800036
31,0.2701838453062183,0.7461151816747218,0.595042838680552,0.7026514460643133,0.3423684456491261,0.2065407386523823
32,0.26767149739215396,0.7477066926611488,0.5970699422246699,0.6553813483979967,0.2978875504879008,0.1750104997900042
33,0.2647755805870769,0.7507204691239459,0.6009227323187669,0.6148182832532458,0.181042974136718,0.09953119923259016
34,0.2631511552465034,0.7520742598138578,0.6026594657000003,0.8491470565398535,0.03259360862829727,0.01656679004970222
35,0.26096344619437084,0.7539301155817408,0.6050464143379254,0.6703146025538445,0.3686638495746683,0.22598889228228533
36,0.25938243575608316,0.755921469760054,0.6076155575277543,0.7061056594053904,0.17648273323817987,0.09678149829180163
37,0.2565001101316194,0.7580001123162055,0.6103061037548078,0.7551735523674223,0.05447032218685762,0.027997682486182666
38,0.2559980704884486,0.7593295214309839,0.6120315865875935,1.0362452003690932,0.02008521465569209,0.010144484401231068
39,0.2540434520443656,0.7608361793067037,0.6139916019183207,0.6421968009736803,0.3787795012076943,0.23363848501166756
40,0.2514941877940509,0.7628838641637106,0.6166630941629435,0.9402686970101463,0.015844646272431807,0.007985587541149428
41,0.24946264454280553,0.7654184931208164,0.6199821468698871,0.5995610629518827,0.43709636443862065,0.27966942714393267
42,0.24716259293968307,0.7672280387302282,0.6223600656361238,0.7201456957393222,0.2577001406705998,0.14790803046370385
43,0.24565460088235888,0.7688129762795887,0.6244485699308161,0.7096840159760581,0.12445353970922222,0.0663558820557969
44,0.24455319942114664,0.7702949868979169,0.6264063158974625,0.8725245098272959,0.03347508692219252,0.017022457584735435
45,0.2423957112765168,0.7723417993183244,0.6291179408808331,0.6420978291167153,0.3767044235856476,0.23206151058314248
46,0.24174978744672573,0.7729315314059518,0.6299008989217709,0.6936110125647651,0.4023677323092728,0.25185253230448895
47,0.24165809684279466,0.7738275788618397,0.6310919781930472,0.6953989383247163,0.3454470117968217,0.20878570481563868
48,0.2379629111872724,0.7764108715800903,0.6345356080293993,0.6569558108846346,0.4006186741920604,0.25048352617827696
49,0.2378406628104048,0.7772289395133201,0.6356291579259098,0.6167928915884759,0.3828638960015757,0.23675428125989623
50,0.2357921722273197,0.7789625677516594,0.6379514232559826,0.7416736582914988,0.03214404868877963,0.01633455368893309
